tweet_id,dataset,crisis,country,year,original_label,mapped_label,hazard_type,hazard_cat,hazard_subcat,development,spread,lan_final
326107647755571200,CrisisLexT6,explosion_WestTexas,EEUU,2013,off-topic,Not_Related,explosion,human_induced,accidental,instantaneous,focalized,en
576498399333085184,CrisisNlpR1_CF,cyclone_Vanuatu_Pam,Vanuatu,2015,other_useful_information,Related,cyclone,natural,meteorological,progressive,diffused,en
296714804129824768,CrisisLexT6,flood_Queensland,Australia,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
325834169236217858,CrisisLexT6,explosion_WestTexas,EEUU,2013,off-topic,Not_Related,explosion,human_induced,accidental,instantaneous,focalized,en
9812036131,ChileEarthquakeT1,earthquake_Chile,Chile,2010,True,Related,earthquake,natural,geophysical,instantaneous,diffused,es
1461074697,SoSItalyT4,earthquake_Laquila,Italy,2009,not relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,it
879731058744242177,CrisisMMD,flood_SriLanka,Sri Lanka,2017,not_informative,Not_Related,flood,natural,hydrological,progressive,diffused,es
573854131141615616,CrisisNlpR1_Vol,Landslides_Worldwide,several,2014,Not physical landslide,Not_Related,landslide,natural,Hydrological,instantaneous,focalized,no_agree
336648416618741760,CrisisLexT6,tornado_Oklahoma,EEUU,2013,on-topic,Related,tornado,natural,meteorological,progressive,diffused,en
9862639338,ChileEarthquakeT1,earthquake_Chile,Chile,2010,False,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,es
9794654229,ChileEarthquakeT1,earthquake_Chile,Chile,2010,True,Related,earthquake,natural,geophysical,instantaneous,diffused,es
325268144048455680,CrisisLexT6,bombing_Boston,EEUU,2013,on-topic,Related,bombings,human_induced,intentional,instantaneous,focalized,en
406566926811279360,CrisisLexT26,helicopterCrash_Glasgow,UK,2013,Related - but not informative,Related,crash,human_induced,accidental,instantaneous,focalized,en
592789919413772288,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Not Relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
296170889945444352,CrisisLexT6,flood_Queensland,Australia,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
204132734434680832,SoSItalyT4,earthquake_Italy,Italy,2012,damage,Related,earthquake,natural,geophysical,instantaneous,diffused,it
576324911922204672,CrisisNlpR1_Vol,cyclone_Vanuatu_Pam,Vanuatu,2015,Displaced people,Related,cyclone,natural,meteorological,progressive,diffused,en
591911771977428992,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Injured or dead people,Related,earthquake,natural,geophysical,instantaneous,diffused,en
541673830066819072,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Not Informative,Not_Related,typhoon,natural,meteorological,progressive,diffused,en
503961564601278464,CrisisNlpR1_CF,earthquake_California,EEUU,2014,other_useful_information,Related,earthquake,natural,geophysical,instantaneous,diffused,en
721683166969393152,ESPOL_Ecuador_earthquake,earthquake_Ecuador,Ecuador,2016,yes,Related,earthquake,natural,geophysical,instantaneous,diffused,es
930005266413662208,CrisisMMD,earthquake_Iraq_Iran,several,2017,informative,Related,earthquake,natural,geophysical,instantaneous,diffused,en
909780326414610434,CrisisMMD,hurricane_Irma,several,2017,informative,Related,hurricane,natural,meteorological,progressive,diffused,en
592590047431405568,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Response Efforts,Related,earthquake,natural,geophysical,instantaneous,diffused,en
296635848965898240,CrisisLexT6,flood_Queensland,Australia,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
339204922857885697,CrisisLexT6,tornado_Oklahoma,EEUU,2013,off-topic,Not_Related,tornado,natural,meteorological,progressive,diffused,en
349494214163312640,CrisisLexT6,flood_Alberta,Canada,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
338450635584335873,CrisisLexT6,tornado_Oklahoma,EEUU,2013,off-topic,Not_Related,tornado,natural,meteorological,progressive,diffused,en
204047005725634561,SoSItalyT4,earthquake_Italy,Italy,2012,no damage,Related,earthquake,natural,geophysical,instantaneous,diffused,it
295342848893669376,CrisisLexT6,flood_Queensland,Australia,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
324973931666763776,CrisisLexT6,explosion_WestTexas,EEUU,2013,off-topic,Not_Related,explosion,human_induced,accidental,instantaneous,focalized,en
592658828874907648,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Not Relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
508962187889475584,CrisisNlpR1_CF,flood_Pakistan,Pakistan,2014,other_useful_information,Related,flood,natural,hydrological,progressive,diffused,en
565739836687273984,ESPOL_Ecuador_earthquake,earthquake_Ecuador,Ecuador,2016,no,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
541978473858756608,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Not Informative,Not_Related,typhoon,natural,meteorological,progressive,diffused,en
324239496906412032,CrisisLexT6,bombing_Boston,EEUU,2013,on-topic,Related,bombings,human_induced,intentional,instantaneous,focalized,en
576971244987367424,CrisisNlpR1_CF,cyclone_Vanuatu_Pam,Vanuatu,2015,sympathy_and_emotional_support,Related,cyclone,natural,meteorological,progressive,diffused,en
338494397568122880,CrisisLexT6,tornado_Oklahoma,EEUU,2013,off-topic,Not_Related,tornado,natural,meteorological,progressive,diffused,en
905188780667109376,CrisisMMD,hurricane_Harvey,EEUU,2017,informative,Related,hurricane,natural,meteorological,progressive,diffused,en
232825030738862080,CrisisLexT26,flood_Philippines,Philippines,2012,Related and informative,Related,flood,natural,hydrological,progressive,diffused,en
326035759956115456,CrisisLexT6,explosion_WestTexas,EEUU,2013,off-topic,Not_Related,explosion,human_induced,accidental,instantaneous,focalized,en
213714917654667265,CrisisLexT26,wildfires_Colorado,EEUU,2012,Not related,Not_Related,wildfires,natural,climatological,progressive,diffused,en
541618195035987969,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Not Informative,Not_Related,typhoon,natural,meteorological,progressive,diffused,en
331021937579008000,CrisisLexT26,bombing_Boston,EEUU,2013,Related - but not informative,Related,bombings,human_induced,intentional,instantaneous,focalized,en
348236095076564993,CrisisLexT6,flood_Alberta,Canada,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
592902241130041344,CrisisNlpR1_CF,earthquake_Nepal,Nepal,2015,donation_needs_or_offers_or_volunteering_services,Related,earthquake,natural,geophysical,instantaneous,diffused,en
338568055363862529,CrisisLexT6,tornado_Oklahoma,EEUU,2013,off-topic,Not_Related,tornado,natural,meteorological,progressive,diffused,en
323884519788789760,CrisisLexT26,bombing_Boston,EEUU,2013,Related and informative,Related,bombings,human_induced,intentional,instantaneous,focalized,en
337680540067041280,CrisisLexT6,tornado_Oklahoma,EEUU,2013,on-topic,Related,tornado,natural,meteorological,progressive,diffused,en
350124731560763392,CrisisLexT26,haze_Singapore,Singapore,2013,Not related,Not_Related,haze,mixed,others,progressive,diffused,en
592593184380702720,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Response Efforts,Related,earthquake,natural,geophysical,instantaneous,diffused,en
325062097140580353,CrisisLexT6,explosion_WestTexas,EEUU,2013,on-topic,Related,explosion,human_induced,accidental,instantaneous,focalized,en
592753823988457472,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Not Relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
262674097870356480,CrisisLexT6,hurricane_Sandy,several,2012,on-topic,Related,hurricane,natural,meteorological,progressive,diffused,en
267370752934830080,CrisisLexT26,earthquake_Guatemala,Guatemala,2012,Related - but not informative,Related,earthquake,natural,geophysical,instantaneous,diffused,es
324570295337893888,CrisisLexT6,bombing_Boston,EEUU,2013,on-topic,Related,bombings,human_induced,intentional,instantaneous,focalized,en
909874091779379201,CrisisMMD,hurricane_Irma,several,2017,not_informative,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
324837928226394113,CrisisLexT6,explosion_WestTexas,EEUU,2013,on-topic,Related,explosion,human_induced,accidental,instantaneous,focalized,en
262698283577769984,CrisisLexT6,hurricane_Sandy,several,2012,off-topic,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
336691882002358272,CrisisLexT6,tornado_Oklahoma,EEUU,2013,on-topic,Related,tornado,natural,meteorological,progressive,diffused,en
474931659339350016,CrisisNlpR1_CF,Middle_East_Respiratory_Syndrome,several,2014,disease_transmission,Related,viral_disease,natural,Biological,progressive,diffused,en
541552115668115457,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Not Informative,Not_Related,typhoon,natural,meteorological,progressive,diffused,en
336553269214203904,CrisisLexT6,tornado_Oklahoma,EEUU,2013,off-topic,Not_Related,tornado,natural,meteorological,progressive,diffused,en
204045360925118465,SoSItalyT4,earthquake_Italy,Italy,2012,no damage,Related,earthquake,natural,geophysical,instantaneous,diffused,it
347344222564777984,CrisisLexT26,haze_Singapore,Singapore,2013,Related - but not informative,Related,haze,mixed,others,progressive,diffused,en
407936866223022080,CrisisLexT26,trainCrash_NY,EEUU,2013,Related and informative,Related,derailment,human_induced,accidental,instantaneous,focalized,en
302851809091915776,CrisisLexT26,meteor_Russia,Russia,2013,Related and informative,Related,meteorite,natural,others,instantaneous,focalized,en
296434408112676864,CrisisLexT6,flood_Queensland,Australia,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
336960735013912577,CrisisLexT6,tornado_Oklahoma,EEUU,2013,on-topic,Related,tornado,natural,meteorological,progressive,diffused,en
325133370365444097,CrisisLexT6,bombing_Boston,EEUU,2013,on-topic,Related,bombings,human_induced,intentional,instantaneous,focalized,en
324749554132070400,CrisisLexT6,explosion_WestTexas,EEUU,2013,on-topic,Related,explosion,human_induced,accidental,instantaneous,focalized,en
721536539386249216,ESPOL_Ecuador_earthquake,earthquake_Ecuador,Ecuador,2016,yes,Related,earthquake,natural,geophysical,instantaneous,diffused,es
262608089931452417,CrisisLexT6,hurricane_Sandy,several,2012,on-topic,Related,hurricane,natural,meteorological,progressive,diffused,en
324829634149625856,CrisisLexT6,explosion_WestTexas,EEUU,2013,on-topic,Related,explosion,human_induced,accidental,instantaneous,focalized,en
348550711254085632,CrisisLexT6,flood_Alberta,Canada,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
910615537717088256,CrisisMMD,hurricane_Maria,several,2017,informative,Related,hurricane,natural,meteorological,progressive,diffused,en
350024343645990912,CrisisLexT6,flood_Alberta,Canada,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
501330010603401216,CrisisNlpR1_CF,flood_India,India,2014,injured_or_dead_people,Related,flood,natural,hydrological,progressive,diffused,en
348296169463635969,CrisisLexT6,flood_Alberta,Canada,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
323960588122349570,CrisisLexT6,bombing_Boston,EEUU,2013,on-topic,Related,bombings,human_induced,intentional,instantaneous,focalized,en
337000730592436225,CrisisLexT6,tornado_Oklahoma,EEUU,2013,on-topic,Related,tornado,natural,meteorological,progressive,diffused,en
324561143660167168,CrisisLexT6,bombing_Boston,EEUU,2013,off-topic,Not_Related,bombings,human_induced,intentional,instantaneous,focalized,en
592107388880072704,CrisisNlpR1_CF,earthquake_Nepal,Nepal,2015,displaced_people_and_evacuations,Related,earthquake,natural,geophysical,instantaneous,diffused,en
407527112082718720,CrisisLexT26,trainCrash_NY,EEUU,2013,Related and informative,Related,derailment,human_induced,accidental,instantaneous,focalized,en
721657204043030528,ESPOL_Ecuador_earthquake,earthquake_Ecuador,Ecuador,2016,yes,Related,earthquake,natural,geophysical,instantaneous,diffused,es
295795123067957248,CrisisLexT6,flood_Queensland,Australia,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
232870274700292096,CrisisLexT26,flood_Philippines,Philippines,2012,Related and informative,Related,flood,natural,hydrological,progressive,diffused,en
721533569835737088,ESPOL_Ecuador_earthquake,earthquake_Ecuador,Ecuador,2016,yes,Related,earthquake,natural,geophysical,instantaneous,diffused,es
361696002610184192,CrisisLexT26,trainCrash_Spain,Spain,2013,Related and informative,Related,derailment,human_induced,accidental,instantaneous,focalized,en
391955800400592896,CrisisLexT26,bushfire_Australia,Australia,2013,Not related,Not_Related,wildfires,natural,climatological,progressive,diffused,en
503797908144406529,CrisisNlpR1_CF,earthquake_California,EEUU,2014,injured_or_dead_people,Related,earthquake,natural,geophysical,instantaneous,diffused,en
204046490090475520,SoSItalyT4,earthquake_Italy,Italy,2012,no damage,Related,earthquake,natural,geophysical,instantaneous,diffused,it
474604781609046016,CrisisNlpR1_CF,Middle_East_Respiratory_Syndrome,several,2014,disease_transmission,Related,viral_disease,natural,Biological,progressive,diffused,en
461139313137184768,CrisisNlpR1_Vol,Middle_East_Respiratory_Syndrome,several,2014,Personal only,Related,viral_disease,natural,Biological,progressive,diffused,en
296959919465308160,CrisisLexT6,flood_Queensland,Australia,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
327561123673042944,CrisisLexT6,explosion_WestTexas,EEUU,2013,off-topic,Not_Related,explosion,human_induced,accidental,instantaneous,focalized,en
577624249990410240,CrisisNlpR1_CF,cyclone_Vanuatu_Pam,Vanuatu,2015,donation_needs_or_offers_or_volunteering_services,Related,cyclone,natural,meteorological,progressive,diffused,en
325266257148518401,CrisisLexT6,bombing_Boston,EEUU,2013,off-topic,Not_Related,bombings,human_induced,intentional,instantaneous,focalized,en
541848485876625408,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Not Informative,Not_Related,typhoon,natural,meteorological,progressive,diffused,en
337029506168680450,CrisisLexT6,tornado_Oklahoma,EEUU,2013,on-topic,Related,tornado,natural,meteorological,progressive,diffused,en
333650285559939072,CrisisLexT26,buildingCollapse_Savar,Bangladesh,2013,Not applicable,Not_Related,collapse,human_induced,accidental,instantaneous,focalized,es
9843011184,ChileEarthquakeT1,earthquake_Chile,Chile,2010,True,Related,earthquake,natural,geophysical,instantaneous,diffused,es
9895069190,ChileEarthquakeT1,earthquake_Chile,Chile,2010,True,Related,earthquake,natural,geophysical,instantaneous,diffused,no_agree
451434753519259648,CrisisNlpR1_CF,earthquake_Chile,Chile,2014,sympathy_and_emotional_support,Related,earthquake,natural,geophysical,instantaneous,diffused,es
333279915938021376,CrisisLexT26,bombing_Boston,EEUU,2013,Related - but not informative,Related,bombings,human_induced,intentional,instantaneous,focalized,en
204046747973070849,SoSItalyT4,earthquake_Italy,Italy,2012,not relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,it
577511375213236224,CrisisNlpR1_CF,cyclone_Vanuatu_Pam,Vanuatu,2015,infrastructure_and_utilities_damage,Related,cyclone,natural,meteorological,progressive,diffused,en
262732267179364353,CrisisLexT6,hurricane_Sandy,several,2012,on-topic,Related,hurricane,natural,meteorological,progressive,diffused,en
324721056952750080,CrisisLexT26,explosion_WestTexas,EEUU,2013,Related and informative,Related,explosion,human_induced,accidental,instantaneous,focalized,en
324943231706075140,CrisisLexT6,bombing_Boston,EEUU,2013,off-topic,Not_Related,bombings,human_induced,intentional,instantaneous,focalized,en
541915011287752704,CrisisNlpR1_CF,typhoon_Philippines_Hagupit,Philippines,2014,injured_or_dead_people,Related,typhoon,natural,meteorological,progressive,diffused,en
348095216911265792,CrisisLexT26,flood_Alberta,Canada,2013,Related and informative,Related,flood,natural,hydrological,progressive,diffused,en
909439913686392833,CrisisMMD,hurricane_Harvey,EEUU,2017,not_informative,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
295480720808345601,CrisisLexT6,flood_Queensland,Australia,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
460448897950044160,CrisisNlpR1_Vol,Middle_East_Respiratory_Syndrome,several,2014,Informative,Related,viral_disease,natural,Biological,progressive,diffused,en
